year,title,performer,weeks_on_chart
1990,Close To You,Maxi Priest,27
1990,Sending All My Love,Linear,27
1990,(Can't Live Without Your) Love And Affection,Nelson,26
1990,Here And Now,Luther Vandross,25
1990,Hold On,En Vogue,25
1990,Hold On,Wilson Phillips,25
1990,"It Must Have Been Love (From ""Pretty Woman"")",Roxette,25
1990,Tic-Tac-Toe,Kyper,25
1990,Black Velvet,Alannah Myles,24
1990,"Cradle Of Love (From ""Ford Fairlane"")",Billy Idol,24
1990,Enjoy The Silence,Depeche Mode,24
1990,"King Of Wishful Thinking (From ""Pretty Woman"")",Go West,24
1990,Mentirosa,Mellow Man Ace,24
1990,Vogue,Madonna,24
1990,Can't Stop,After 7,23
1990,I Wanna Be Rich,Calloway,23
1990,Oh Girl,Paul Young,23
1990,Rub You The Right Way,Johnny Gill,23
1990,The Humpty Dance,Digital Underground,23
1990,All Around The World,Lisa Stansfield,22
1990,Do Me!,Bell Biv DeVoe,22
1990,I Don't Have The Heart,James Ingram,22
1990,If U Were Mine,The U-Krew,22
1990,Just A Friend,Biz Markie,22
1990,No More Lies,Michel'le,22
1990,Poison,Bell Biv DeVoe,22
1990,Release Me,Wilson Phillips,22
1990,Something Happened On The Way To Heaven,Phil Collins,22
1990,The Ballad Of Jayne,L.A. Guns,22
1990,The Power,Snap!,22
1990,Vision Of Love,Mariah Carey,22
1990,"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,21
1990,Don't Wanna Fall In Love,Jane Child,21
1990,Epic,Faith No More,21
1990,Expression,Salt-N-Pepa,21
1990,Girls Nite Out,Tyler Collins,21
1990,House Of Pain,Faster Pussycat,21
1990,Make You Sweat,Keith Sweat,21
1990,Nothing Compares 2 U,Sinead O'Connor,21
1990,Ready Or Not,After 7,21
1990,The Heart Of The Matter,Don Henley,21
1990,All I Wanna Do Is Make Love To You,Heart,20
1990,Get Up! (Before The Night Is Over),Technotronic,20
1990,Giving You The Benefit,Pebbles,20
1990,Have You Seen Her,M.C. Hammer,20
1990,I'll See You In My Dreams,Giant,20
1990,If Wishes Came True,Sweet Sensation,20
1990,Joey,Concrete Blonde,20
1990,Love Will Lead You Back,Taylor Dayne,20
1990,Opposites Attract,Paula Abdul (Duet With The Wild Pair),20
1990,"Whole Wide World (From ""True Love"")",A'me Lorain,20
1990,Dirty Cash (Money Talks),The Adventures Of Stevie V,19
1990,Do You Remember?,Phil Collins,19
1990,Everybody Everybody,Black Box,19
1990,Unskinny Bop,Poison,19
1990,When I'm Back On My Feet Again,Michael Bolton,19
1990,"Baby, It's Tonight",Jude Cole,18
1990,C'mon And Get My Love,D-Mob Introducing Cathy Dennis,18
1990,Could This Be Love,Seduction,18
1990,Dangerous,Roxette,18
1990,Feels Good,Tony Toni Tone,18
1990,Fly To the Angels,Slaughter,18
1990,Here We Are,Gloria Estefan,18
1990,How Can We Be Lovers,Michael Bolton,18
1990,I'll Be Your Everything,Tommy Page,18
1990,I'll Be Your Shelter,Taylor Dayne,18
1990,Knockin' Boots,Candyman,18
1990,La Raza,Kid Frost,18
1990,Roam,The B-52s,18
1990,Romeo,Dino,18
1990,She Ain't Worth It,Glenn Medeiros Featuring Bobby Brown,18
1990,Whip Appeal,Babyface,18
1990,Bad Of The Heart,George LaMond,17
1990,Cherry Pie,Warrant,17
1990,Come Back To Me,Janet Jackson,17
1990,Escapade,Janet Jackson,17
1990,Forever,KISS,17
1990,Hippychick,Soho,17
1990,I Wish It Would Rain Down,Phil Collins,17
1990,Ice Ice Baby,Vanilla Ice,17
1990,More Than Words Can Say,Alias,17
1990,Possession,Bad English,17
1990,Price Of Love,Bad English,17
1990,Sacrifice,Elton John,17
1990,Sometimes She Cries,Warrant,17
1990,Time After Time,Timmy T.,17
1990,U Can't Touch This,M.C. Hammer,17
1990,What It Takes,Aerosmith,17
1990,Without You,Motley Crue,17
1990,A Girl Like You,The Smithereens,16
1990,Across The River,Bruce Hornsby & The Range,16
1990,Alright,Janet Jackson,16
1990,Banned In The U.S.A.,Luke Featuring The 2 Live Crew,16
1990,Black Cat,Janet Jackson,16
1990,Bust A Move,Young M.C.,16
1990,Club At The End Of The Street,Elton John,16
1990,Don't Go Away Mad (Just Go Away),Motley Crue,16
1990,Groove Is In The Heart,Deee-Lite,16
1990,Heart Of Stone,Taylor Dayne,16
1991,I'll Never Let You Go,Steelheart,27
1991,Do You Want Me,Salt-N-Pepa,26
1991,Here I Am (Come And Take Me),UB40,25
1991,I'll Be There,The Escape Club,25
1991,"Right Here, Right Now",Jesus Jones,25
1991,Round And Round,Tevin Campbell,25
1991,Wind Of Change,Scorpions,25
1991,More Than Words,Extreme,24
1991,Motownphilly,Boyz II Men,24
1991,Don't Treat Me Bad,Firehouse,23
1991,I Like The Way (The Kissing Game),Hi-Five,23
1991,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,23
1991,Iesha,Another Bad Creation,23
1991,One More Try,Timmy T.,23
1991,Unbelievable,EMF,23
1991,Walking In Memphis,Marc Cohn,23
1991,With You,Tony Terry,23
1991,(Everything I Do) I Do It For You,Bryan Adams,22
1991,Hold You Tight,Tara Kemp,22
1991,Love Of A Lifetime,Firehouse,22
1991,Now That We Found Love,Heavy D & The Boyz,22
1991,Signs,Tesla,22
1991,Something In My Heart,Michel'le,22
1991,All The Man That I Need,Whitney Houston,21
1991,Baby Baby,Amy Grant,21
1991,Do Anything,Natural Selection,21
1991,I Can't Wait Another Minute,Hi-Five,21
1991,Losing My Religion,R.E.M.,21
1991,Place In This World,Michael W. Smith,21
1991,Running Back To You,Vanessa Williams,21
1991,Temptation,Corina,21
1991,This House,Tracie Spencer,21
1991,Cry For Help,Rick Astley,20
1991,Don't Want To Be A Fool,Luther Vandross,20
1991,Everybody Plays The Fool,Aaron Neville,20
1991,Get Here,Oleta Adams,20
1991,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,20
1991,Here We Go,C+C Music Factory/F. Williams,20
1991,Hole Hearted,Extreme,20
1991,How Can I Ease The Pain,Lisa Fischer,20
1991,I Adore Mi Amor,Color Me Badd,20
1991,Just Want To Hold You,Jasmine Guy,20
1991,Romantic,Karyn White,20
1991,Something To Talk About,Bonnie Raitt,20
1991,The One And Only,Chesney Hawkes,20
1991,Too Many Walls,Cathy Dennis,20
1991,Touch Me (All Night Long),Cathy Dennis,20
1991,Where Does My Heart Beat Now,Celine Dion,20
1991,3 A.M. Eternal,The KLF,19
1991,Coming Out Of The Dark,Gloria Estefan,19
1991,Crazy,Seal,19
1991,Enter Sandman,Metallica,19
1991,Every Heartbeat,Amy Grant,19
1991,Hard To Handle,The Black Crowes,19
1991,I Don't Wanna Cry,Mariah Carey,19
1991,I've Been Thinking About You,Londonbeat,19
1991,It Ain't Over 'til It's Over,Lenny Kravitz,19
1991,Joyride,Roxette,19
1991,"Just The Way It Is, Baby",The Rembrandts,19
1991,Let's Talk About Sex,Salt-N-Pepa,19
1991,Real Real Real,Jesus Jones,19
1991,Rush Rush,Paula Abdul,19
1991,Show Me The Way,Styx,19
1991,Someday,Mariah Carey,19
1991,Together Forever,Lisette Melendez,19
1991,Wicked Game,Chris Isaak,19
1991,You're In Love,Wilson Phillips,19
1991,Around The Way Girl,LL Cool J,18
1991,Emotions,Mariah Carey,18
1991,Fading Like A Flower (Every Time You Leave),Roxette,18
1991,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,18
1991,I Touch Myself,Divinyls,18
1991,Piece Of My Heart,Tara Kemp,18
1991,Power Of Love/Love Power,Luther Vandross,18
1991,Rhythm Of My Heart,Rod Stewart,18
1991,Rico Suave,Gerardo,18
1991,Sadeness Part 1,Enigma,18
1991,Strike It Up,Black Box,18
1991,Summertime,D.J. Jazzy Jeff & The Fresh Prince,18
1991,"Time, Love And Tenderness",Michael Bolton,18
1991,Written All Over Your Face,The Rude Boys,18
1991,I Wonder Why,Curtis Stigers,17
1991,I'll Do 4 U,Father M.C.,17
1991,Love Is A Wonderful Thing,Michael Bolton,17
1991,Mercy Mercy Me (The Ecology)/I Want You,Robert Palmer,17
1991,More Than Ever,Nelson,17
1991,Never Gonna Let You Down,Surface,17
1991,O.P.P.,Naughty By Nature,17
1991,P.A.S.S.I.O.N.,Rhythm Syndicate,17
1991,Playground,Another Bad Creation,17
1991,Silent Lucidity,Queensryche,17
1991,The Motown Song,Rod Stewart,17
1991,Unforgettable,Natalie Cole,17
1991,Waiting For Love,Alias,17
1991,Walk Through Fire,Bad Company,17
1991,Ain't No Future In Yo' Fronting,M.C. Breed & D.F.C.,16
1991,Can't Stop This Thing We Started,Bryan Adams,16
1991,Going Through The Motions,Aftershock,16
1991,Gypsy Woman (She's Homeless),Crystal Waters,16
1991,If You Needed Somebody,Bad Company,16
1992,Just Another Day,Jon Secada,37
1992,Baby-Baby-Baby,TLC,30
1992,My Lovin' (You're Never Gonna Get It),En Vogue,30
1992,Baby Got Back,Sir Mix-A-Lot,28
1992,Come & Talk To Me,Jodeci,28
1992,Jump Around,House Of Pain,27
1992,Save The Best For Last,Vanessa Williams,27
1992,Life Is A Highway,Tom Cochrane,26
1992,Please Don't Go,K.W.S.,26
1992,Tears In Heaven,Eric Clapton,26
1992,Under The Bridge,Red Hot Chili Peppers,26
1992,Achy Breaky Heart,Billy Ray Cyrus,25
1992,All I Want,Toad The Wet Sprocket,25
1992,Back To The Hotel,N2Deep,25
1992,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,24
1992,"End Of The Road (From ""Boomerang"")",Boyz II Men,24
1992,Giving Him Something He Can Feel,En Vogue,24
1992,Move This,Technotronic Featuring Ya Kid K,23
1992,Ain't 2 Proud 2 Beg,TLC,22
1992,If You Asked Me To,Celine Dion,22
1992,Tennessee,Arrested Development,22
1992,The One,Elton John,22
1992,To Be With You,Mr. Big,22
1992,Damn I Wish I Was Your Lover,Sophie B. Hawkins,21
1992,"I Wanna Love You (From ""Class Act"")",Jade,21
1992,Jump,Kris Kross,21
1992,Keep On Walkin',CeCe Peniston,21
1992,Live And Learn,Joe Public,21
1992,All 4 Love,Color Me Badd,20
1992,Baby Hold On To Me,Gerald Levert (Duet With Eddie Levert),20
1992,Beauty And The Beast,Celine Dion And Peabo Bryson,20
1992,Boom! I Got Your Boyfriend,MC Luscious,20
1992,Crossover,EPMD,20
1992,Do I Have To Say The Words?,Bryan Adams,20
1992,Do It To Me,Lionel Richie,20
1992,Everybody's Free (To Feel Good),Rozalla,20
1992,Everything About You,Ugly Kid Joe,20
1992,Everything Changes,Kathy Troccoli,20
1992,Everything's Gonna Be Alright,Naughty By Nature,20
1992,Friday I'm In Love,The Cure,20
1992,Good For Me,Amy Grant,20
1992,Hazard,Richard Marx,20
1992,Hold On My Heart,Genesis,20
1992,Humpin' Around,Bobby Brown,20
1992,I Can't Dance,Genesis,20
1992,I Love Your Smile,Shanice,20
1992,I Will Remember You,Amy Grant,20
1992,I'll Be There,Mariah Carey,20
1992,In The Closet,Michael Jackson,20
1992,James Brown Is Dead,L.A. Style,20
1992,Jesus He Knows Me,Genesis,20
1992,Jump!,The Movement,20
1992,Just Take My Heart,Mr. Big,20
1992,Make It Happen,Mariah Carey,20
1992,Masterpiece,Atlantic Starr,20
1992,Missing You Now,Michael Bolton,20
1992,Nothing Broken But My Heart,Celine Dion,20
1992,November Rain,Guns N' Roses,20
1992,Nu Nu,Lidell Townsell,20
1992,One,U2,20
1992,People Everyday,Arrested Development,20
1992,Please Don't Go,Boyz II Men,20
1992,Remember The Time,Michael Jackson,20
1992,Restless Heart,Peter Cetera,20
1992,Rhythm Is A Dancer,Snap!,20
1992,She's Playing Hard To Get,Hi-Five,20
1992,Slow Motion,Color Me Badd,20
1992,Sometimes Love Just Ain't Enough,Patty Smyth,20
1992,Stay,Shakespear's Sister,20
1992,Take This Heart,Richard Marx,20
1992,The Best Things In Life Are Free,Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,20
1992,The Hitman,AB Logic,20
1992,They Want EFX,Das EFX,20
1992,Thinkin' Back,Color Me Badd,20
1992,This Used To Be My Playground,Madonna,20
1992,Thought I'd Died And Gone To Heaven,Bryan Adams,20
1992,Too Funky,George Michael,20
1992,Twilight Zone,2 Unlimited,20
1992,Warm It Up,Kris Kross,20
1992,We Got A Love Thang,CeCe Peniston,20
1992,What Goes Around Comes Around,Giggles,20
1992,When I Look Into Your Eyes,Firehouse,20
1992,Where Does That Leave Love,George LaMond,20
1992,Why,Annie Lennox,20
1992,Wishing On A Star,The Cover Girls,20
1992,"You Remind Me (From ""Strictly Business"")",Mary J. Blige,20
1992,You Showed Me,Salt-N-Pepa,20
1992,You Think You Know Her,Cause And Effect,20
1992,Constant Craving,k.d. lang,19
1992,Finally,CeCe Peniston,19
1992,Have You Ever Needed Someone So Bad,Def Leppard,19
1992,Honey Love,R. Kelly & Public Announcement,19
1992,I'm Too Sexy,Right Said Fred,19
1992,Just For Tonight,Vanessa Williams,19
1992,"Mr. Loverman (From ""Deep Cover"")",Shabba Ranks,19
1992,Slow Dance (Hey Mr. DJ),R. Kelly & Public Announcement,19
1992,Take Me In Your Arms,Lil Suzy,19
1992,The Choice Is Yours,Black Sheep,19
1992,Would I Lie To You?,Charles & Eddie,19
1992,Can't Cry Hard Enough,The Williams Brothers,18
1993,Dazzey Duks,Duice,40
1993,Don't Walk Away,Jade,33
1993,Whoomp! (There It Is),Tag Team,31
1993,"Can't Help Falling In Love (From ""Sliver"")",UB40,29
1993,I'll Never Get Over You (Getting Over Me),Expose,29
1993,Two Princes,Spin Doctors,29
1993,Ditty,Paperboy,28
1993,"Love Is (From ""Beverly Hills, 90210"")",Vanessa Williams/Brian McKnight,28
1993,Show Me Love,Robin S.,28
1993,I'm So Into You,SWV,27
1993,"Nuthin' But A ""G"" Thang",Dr. Dre,27
1993,Another Sad Love Song,Toni Braxton,26
1993,Runaway Train,Soul Asylum,26
1993,Weak,SWV,26
1993,What's Up,4 Non Blondes,26
1993,Baby I'm Yours,Shai,25
1993,Come Undone,Duran Duran,25
1993,I Get Around,2Pac,25
1993,Informer,Snow,25
1993,Knockin' Da Boots,H-Town,25
1993,"Whoot, There It Is",95 South,25
1993,Comforter,Shai,24
1993,Freak Me,Silk,24
1993,"I Don't Wanna Fight (From ""What's Love Got To Do With It"")",Tina Turner,24
1993,Lately,Jodeci,24
1993,"I'm Every Woman (From ""The Bodyguard"")",Whitney Houston,23
1993,I'm Gonna Get You,Bizarre Inc,23
1993,If,Janet Jackson,23
1993,That's The Way Love Goes,Janet Jackson,23
1993,Angel,Jon Secada,22
1993,Cryin',Aerosmith,22
1993,Have I Told You Lately,Rod Stewart,22
1993,Hey Jealousy,Gin Blossoms,22
1993,Hip Hop Hooray,Naughty By Nature,22
1993,Mr. Wendal,Arrested Development,22
1993,One Last Cry,Brian McKnight,22
1993,Ordinary World,Duran Duran,22
1993,Right Here (Human Nature)/Downtown,SWV,22
1993,"The Right Kind Of Love (From ""Beverly Hills, 90210"")",Jeremy Jordan,22
1993,The River Of Dreams,Billy Joel,22
1993,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,21
1993,Dreamlover,Mariah Carey,21
1993,Forever In Love,Kenny G,21
1993,If I Had No Loot,Tony Toni Tone,21
1993,Looking Through Patient Eyes,P.M. Dawn,21
1993,Sweat (A La La La La Long),Inner Circle,21
1993,"Bad Boys (Theme From ""Cops"")",Inner Circle,20
1993,Bed Of Roses,Bon Jovi,20
1993,Boom! Shake The Room,Jazzy Jeff & The Fresh Prince,20
1993,Break It Down Again,Tears For Fears,20
1993,By The Time This Night Is Over,Kenny G With Peabo Bryson,20
1993,Can't Get Enough Of Your Love,Taylor Dayne,20
1993,Cat's In The Cradle,Ugly Kid Joe,20
1993,Chattahoochee,Alan Jackson,20
1993,Check Yo Self,Ice Cube Featuring Das EFX,20
1993,Chief Rocka,Lords Of The Underground,20
1993,Connected,Stereo MC's,20
1993,Creep,Radiohead,20
1993,Cry No More,II D Extreme,20
1993,Dedicated,R. Kelly & Public Announcement,20
1993,Don't Take Away My Heaven,Aaron Neville,20
1993,Dre Day,Dr. Dre,20
1993,Fields Of Gold,Sting,20
1993,Girl U For Me/Lose Control,Silk,20
1993,Hero,David Crosby & Phil Collins,20
1993,I Got A Man,Positive K,20
1993,I Have Nothing,Whitney Houston,20
1993,I'm Free,Jon Secada,20
1993,I'm Gonna Be (500 Miles),The Proclaimers,20
1993,If I Ever Lose My Faith In You,Sting,20
1993,Insane In The Brain,Cypress Hill,20
1993,It Was A Good Day,Ice Cube,20
1993,Livin' On The Edge,Aerosmith,20
1993,More And More,Captain Hollywood Project,20
1993,Nothin' My Love Can't Fix,Joey Lawrence,20
1993,One Woman,Jade,20
1993,Ooh Child,Dino,20
1993,Rain,Madonna,20
1993,Reason To Believe,Rod Stewart,20
1993,Rebirth Of Slick (Cool Like Dat),Digable Planets,20
1993,Ruffneck,MC Lyte,20
1993,Run To You,Whitney Houston,20
1993,Slam,Onyx,20
1993,So Alone,Men At Large,20
1993,Something's Goin' On,U.N.V.,20
1993,Supermodel (You Better Work),RuPaul,20
1993,Sweet Thing,Mary J. Blige,20
1993,Tap The Bottle,Young Black Teenagers,20
1993,That's What Love Can Do,Boy Krazy,20
1993,Three Little Pigs,Green Jelly,20
1993,Touch My Light,Big Mountain,20
1993,Very Special,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",20
1993,"When I Fall In Love (From ""Sleepless In Seattle"")",Celine Dion And Clive Griffin,20
1993,Will You Be There,Michael Jackson,20
1993,Alright,Kris Kross Featuring Supercat,19
1993,Better Than You,Lisa Keith,19
1993,I Will Always Love You,Whitney Houston,19
1993,Love For Love,Robin S.,19
1993,Love U More,Sunscreem,19
1993,No Ordinary Love,Sade,19
1994,Come To My Window,Melissa Etheridge,44
1994,The Sign,Ace Of Base,41
1994,100% Pure Love,Crystal Waters,32
1994,Wild Night,John Mellencamp With Me'Shell Ndegeocello,32
1994,Don't Turn Around,Ace Of Base,31
1994,If You Go,Jon Secada,31
1994,You Mean The World To Me,Toni Braxton,31
1994,I Swear,All-4-One,30
1994,"Stay (I Missed You) (From ""Reality Bites"")",Lisa Loeb & Nine Stories,30
1994,Shine,Collective Soul,29
1994,Whatta Man,Salt-N-Pepa Featuring En Vogue,29
1994,When Can I See You,Babyface,29
1994,"Baby I Love Your Way (From ""Reality Bites"")",Big Mountain,28
1994,Found Out About You,Gin Blossoms,28
1994,The Power Of Love,Celine Dion,28
1994,Now And Forever,Richard Marx,27
1994,"Can You Feel The Love Tonight (From ""The Lion King"")",Elton John,26
1994,"I'll Remember (From ""With Honors"")",Madonna,26
1994,Return To Innocence,Enigma,26
1994,The Most Beautiful Girl In The World,Prince,26
1994,Tootsee Roll,69 Boyz,26
1994,Bump N' Grind,R. Kelly,25
1994,Fantastic Voyage,Coolio,25
1994,Back & Forth,Aaliyah,24
1994,Breathe Again,Toni Braxton,24
1994,Loser,Beck,24
1994,Mmm Mmm Mmm Mmm,Crash Test Dummies,24
1994,Always,Erasure,23
1994,Crazy,Aerosmith,23
1994,I Miss You,Aaron Hall,23
1994,Never Lie,Immature,23
1994,Without You/Never Forget You,Mariah Carey,23
1994,All I Wanna Do,Sheryl Crow,22
1994,Cantaloop (Flip Fantasia),US3,22
1994,Closer,Nine Inch Nails,22
1994,I'm Ready,Tevin Campbell,22
1994,I'm The Only One,Melissa Etheridge,22
1994,None Of Your Business,Salt-N-Pepa,22
1994,So Much In Love,All-4-One,22
1994,All That She Wants,Ace Of Base,21
1994,Anytime You Need A Friend,Mariah Carey,21
1994,Beautiful In My Eyes,Joshua Kadison,21
1994,Because The Night,"10,000 Maniacs",21
1994,"December 1963 (Oh, What A Night)",The 4 Seasons,21
1994,Dunkie Butt (Please Please Please),12 Gauge,21
1994,Flava In Ya Ear,Craig Mack,21
1994,I'll Make Love To You,Boyz II Men,21
1994,I'll Stand By You,Pretenders,21
1994,Stroke You Up,Changing Faces,21
1994,Action,Terror Fabulous Featuring Nadine Sutherland,20
1994,Always In My Heart,Tevin Campbell,20
1994,And Our Feelings,Babyface,20
1994,"Any Time, Any Place/And On And On",Janet Jackson,20
1994,"Anything (From ""Above The Rim"")",SWV,20
1994,Back In The Day,Ahmad,20
1994,Backwater,Meat Puppets,20
1994,Because Of Love,Janet Jackson,20
1994,Booti Call,BLACKstreet,20
1994,Bop Gun (One Nation),Ice Cube Featuring George Clinton,20
1994,Born To Roll,Masta Ace Incorporated,20
1994,Do You Wanna Get Funky,C+C Music Factory,20
1994,Don't Take The Girl,Tim McGraw,20
1994,Dreams,The Cranberries,20
1994,Everyday,Phil Collins,20
1994,Feenin',Jodeci,20
1994,Funkdafied,Da Brat,20
1994,Gin And Juice,Snoop Doggy Dogg,20
1994,Got Me Waiting,Heavy D & The Boyz,20
1994,Groove Thang,Zhane,20
1994,Having A Party,Rod Stewart,20
1994,Hero,Mariah Carey,20
1994,How Do You Like It?,Keith Sweat,20
1994,I Swear,John Michael Montgomery,20
1994,I'd Give Anything,Gerald Levert,20
1994,"I'll Take You There (From ""Threesome"")",General Public,20
1994,I'm In The Mood,CeCe Peniston,20
1994,Indian Outlaw,Tim McGraw,20
1994,Love Is All Around,Wet Wet Wet,20
1994,Love Sneakin' Up On You,Bonnie Raitt,20
1994,Lucky One,Amy Grant,20
1994,Nuttin' But Love,Heavy D & The Boyz,20
1994,Player's Ball,OutKast,20
1994,Prayer For The Dying,Seal,20
1994,Pumps And A Bump,M.C. Hammer,20
1994,"Regulate (From ""Above The Rim"")",Warren G & Nate Dogg,20
1994,Rock And Roll Dreams Come Through,Meat Loaf,20
1994,Sending My Love,Zhane,20
1994,Stay,Eternal,20
1994,"Streets Of Philadelphia (From ""Philadelphia"")",Bruce Springsteen,20
1994,Take It Easy,Mad Lion,20
1994,This D.J.,Warren G,20
1994,What's Up,DJ Miko,20
1994,Willing To Forgive,Aretha Franklin,20
1994,You Know How We Do It,Ice Cube,20
1994,Your Body's Callin',R. Kelly,20
1994,Another Night,Real McCoy,19
1994,But It's Alright,Huey Lewis & The News,19
1994,"Circle Of Life (From ""The Lion King"")",Elton John,19
1994,Far Behind,Candlebox,19
1994,It's All Good,M.C. Hammer,19
1995,Run-Around,Blues Traveler,41
1995,I Know,Dionne Farris,38
1995,Let Her Cry,Hootie & The Blowfish,35
1995,December,Collective Soul,34
1995,In The House Of Stone And Light,Martin Page,32
1995,As I Lay Me Down,Sophie B. Hawkins,31
1995,Hold My Hand,Hootie & The Blowfish,31
1995,I Believe,Blessid Union Of Souls,31
1995,Freak Like Me,Adina Howard,30
1995,Someone To Love,Jon B. Featuring Babyface,30
1995,Waterfalls,TLC,30
1995,Boombastic/In The Summertime,Shaggy,29
1995,Don't Take It Personal (Just One Of Dem Days),Monica,29
1995,I Can Love You Like That,All-4-One,29
1995,"Shy Guy (From ""Bad Boys"")",Diana King,29
1995,This Is How We Do It,Montell Jordan,29
1995,Kiss From A Rose,Seal,28
1995,Water Runs Dry,Boyz II Men,28
1995,Hold On,Jamie Walters,27
1995,I Wish,Skee-Lo,27
1995,Take A Bow,Madonna,27
1995,Total Eclipse Of The Heart,Nicki French,27
1995,Another Night,Real McCoy,26
1995,Every Little Thing I Do,Soul For Real,26
1995,Roll To Me,Del Amitri,26
1995,You Gotta Be,Des'ree,26
1995,Candy Rain,Soul For Real,25
1995,I Got 5 On It,Luniz,25
1995,Strong Enough,Sheryl Crow,25
1995,Big Poppa/Warning,The Notorious B.I.G.,24
1995,Creep,TLC,24
1995,Have You Ever Really Loved A Woman?,Bryan Adams,24
1995,"Colors Of The Wind (From ""Pocahontas"")",Vanessa Williams,23
1995,Dream About You/Funky Melody,Stevie B,23
1995,He's Mine,MoKenStef,23
1995,If You Love Me,Brownstone,23
1995,'Til You Do Me Right,After 7,22
1995,Carnival,Natalie Merchant,22
1995,Only Wanna Be With You,Hootie & The Blowfish,22
1995,Red Light Special,TLC,22
1995,Back For Good,Take That,21
1995,Missing,Everything But The Girl,21
1995,"No More ""I Love You's""",Annie Lennox,21
1995,(She's Got) Skillz,All-4-One,20
1995,"Ask Of You (From ""Higher Learning"")",Raphael Saadiq,20
1995,Baby,Brandy,20
1995,Believe,Elton John,20
1995,Best Friend,Brandy,20
1995,Breakfast At Tiffany's,Deep Blue Something,20
1995,Brown Sugar,D'Angelo,20
1995,Can't Stop Lovin' You,Van Halen,20
1995,"Can't You See (From ""New Jersey Drive"")",Total Featuring The Notorious B.I.G.,20
1995,Close To You,Fun Factory,20
1995,Come And Get Your Love,Real McCoy,20
1995,Connection,Elastica,20
1995,Cotton Eye Joe,Rednex,20
1995,"Crazy Love (From ""Jason's Lyric"")",Brian McKnight,20
1995,Dear Mama/Old School,2Pac,20
1995,Everlasting Love,Gloria Estefan,20
1995,Fat Boy,Max-A-Million,20
1995,Feel Me Flow,Naughty By Nature,20
1995,Freek'n You,Jodeci,20
1995,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,20
1995,Good,Better Than Ezra,20
1995,Heaven,Solo,20
1995,I Like,Kut Klose,20
1995,I Live My Life For You,Firehouse,20
1995,I Wanna B With U,Fun Factory,20
1995,I'd Rather Be Alone,IV Xample,20
1995,I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige,20
1995,"Keep Their Heads Ringin' (From ""Friday"")",Dr. Dre,20
1995,Let Me Be The One,Blessid Union Of Souls,20
1995,Like The Way I Do/If I Wanted To,Melissa Etheridge,20
1995,Move It Like This,K7,20
1995,On Bended Knee,Boyz II Men,20
1995,One More Chance/Stay With Me,The Notorious B.I.G.,20
1995,Player's Anthem,Junior M.A.F.I.A.,20
1995,Run Away,Real McCoy,20
1995,Sick Of Myself,Matthew Sweet,20
1995,Somebody's Crying,Chris Isaak,20
1995,Sugar Hill,AZ,20
1995,"Summertime In The LBC (From ""The Show"")",The Dove Shack,20
1995,Thank You,Boyz II Men,20
1995,This Ain't A Love Song,Bon Jovi,20
1995,This Lil' Game We Play,Subway (Featuring 702),20
1995,You Used To Love Me,Faith Evans,20
1995,1st Of Tha Month,Bone Thugs-N-Harmony,19
1995,Any Man Of Mine/Whose Bed Have Your Boots Been Under?,Shania Twain,19
1995,Get Down,Craig Mack,19
1995,"I Like It, I Love It",Tim McGraw,19
1995,I Love You/You Bring Me Joy,Mary J. Blige,19
1995,Tell Me,Groove Theory,19
1995,The Rhythm Of The Night,Corona,19
1995,Think Of You,Usher,19
1995,Wonderful,Adam Ant,19
1995,Always,Bon Jovi,18
1995,Can't Cry Anymore,Sheryl Crow,18
1995,Comedown,Bush,18
1995,Feels So Good,Xscape,18
1995,Freak Me Baby,"Dis `N' Dat Feat. 95 South,69 Boyz & K-Nock",18
1996,Follow You Down/Til I Hear It From You,Gin Blossoms,46
1996,Nobody Knows,The Tony Rich Project,44
1996,C'mon N' Ride It (The Train),Quad City DJ's,42
1996,"Insensitive (From ""Bed Of Roses"")",Jann Arden,40
1996,Counting Blue Cars,Dishwalla,39
1996,Give Me One Reason,Tracy Chapman,39
1996,Macarena (Bayside Boys Mix),Los Del Rio,36
1996,Missing,Everything But The Girl,34
1996,Wonder,Natalie Merchant,34
1996,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,33
1996,Always Be My Baby,Mariah Carey,32
1996,Ironic,Alanis Morissette,32
1996,"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,32
1996,Sweet Dreams,La Bouche,32
1996,Be My Lover,La Bouche,30
1996,Who Will Save Your Soul,Jewel,30
1996,You're Makin' Me High/Let It Flow,Toni Braxton,30
1996,This Is Your Night,Amber,29
1996,I Love You Always Forever,Donna Lewis,28
1996,Only You,112 Featuring The Notorious B.I.G.,28
1996,Twisted,Keith Sweat,28
1996,The World I Know,Collective Soul,27
