year,title,performer,weeks_on_chart,loudness,mean_active_notes,change_frequency,unique_chords,weighted_std,dynamic_range
1985,Sentimental Street,Night Ranger,17,-9.240291995602268,4.780866406120989,1.7016568503330214,8.0,123.55759560266809,802.1785047445974
1985,So In Love,Orchestral Manoeuvres In The Dark,17,-9.618294085630312,4.552495317836289,1.6794094965296904,7.0,100.9123853354209,865.3611131638785
1985,Somebody,Bryan Adams,17,-7.65642514871441,4.8627757655581165,1.8081988804741522,7.0,98.12691943571997,848.0937162444317
1985,Summer Of '69,Bryan Adams,17,-6.929907977838645,4.593892632036514,1.711258422082156,6.0,106.22852127857273,822.1169437447493
1985,Sussudio,Phil Collins,17,-9.108793223721289,5.411136604306389,2.2929756441934344,5.0,117.91933993980166,823.605478252181
1985,Tonight It's You,Cheap Trick,17,-11.131545869623046,4.526875608963949,1.7088340370250081,7.0,106.18172979294705,883.8820633639165
1985,Too Late For Goodbyes,Julian Lennon,17,-14.779414042929828,4.990199317255809,1.9872260764233014,7.0,110.58789768247202,884.7093009586719
1985,Turn Up The Radio,Autograph,17,-6.806639352163806,5.119319668556476,2.1079808111644134,4.0,95.59372602672191,896.6875467914118
1985,We Built This City,Starship,17,-12.131805790070281,4.950236059716729,1.963251244098507,7.0,129.55358691540945,1003.9784562428307
1985,Why Can't I Have You,The Cars,17,-10.903289263426647,4.525949909532425,1.7889724788115418,6.0,134.81404005076755,839.8031081816654
1985,You Are My Lady,Freddie Jackson,17,-12.381406951763841,4.448312757201646,1.5392592592592593,8.0,193.64724714194446,932.5633603844777
1985,'Til My Baby Comes Home,Luther Vandross,16,-9.441798999063382,5.041087275522325,2.328418698902942,6.0,154.9265196591996,951.8091895849942
1985,Along Comes A Woman,Chicago,16,-9.67553906433158,5.4107197238859,2.09704598517917,6.0,101.71497795085078,969.3512432620963
1985,Black Cars,Gino Vannelli,16,-8.811898019563408,5.357799742157284,2.4143532445208424,2.0,106.46570893181526,916.3785137586448
1986,Something About You,Level 42,27,-13.340573836219411,4.992571630703926,2.059073222497347,7.0,124.87061631501719,1132.4786941630982
1986,Don't Forget Me (When I'm Gone),Glass Tiger,24,-13.060515317983917,4.734225800411908,1.6697247706422018,8.0,90.57895826870474,835.0151993693647
1986,Let's Go All The Way,Sly Fox,24,-11.551780319754245,5.146299308662058,2.252541683611224,6.0,120.14508289505727,910.0708198031404
1986,Words Get In The Way,Miami Sound Machine,24,-11.563829315619296,4.695676523297491,1.474910394265233,6.0,147.65799183373176,878.76928405971
1986,All Cried Out,Lisa Lisa And Cult Jam With Full Force Featuring Paul Anthony & Bow Legged Lou,23,,,,,,
1986,Holding Back The Years,Simply Red,23,-12.739194997878972,4.74962950047947,1.4622962252637084,6.0,164.3800791168956,888.6579948221896
1986,I Can't Wait,Nu Shooz,23,-6.2047392742395955,5.27703134996801,2.1322243548731072,6.0,148.25274570848282,957.5729720925378
1986,No One Is To Blame,Howard Jones,23,-16.49226959827749,4.110473923393205,1.1811296256221597,7.0,189.7443402707202,1147.221823947922
1986,On My Own,Patti LaBelle & Michael McDonald,23,-14.373809528444482,4.315864811133201,1.5252485089463221,6.0,132.79388536624407,889.157695180627
1986,Addicted To Love,Robert Palmer,22,-15.583727273032318,4.962201417446845,2.1475194680199494,8.0,97.98575970244336,912.5070725313926
1986,Higher Love,Steve Winwood,22,-10.925998736073874,4.554545946238304,1.8046405971117963,6.0,153.28523501640913,870.5208394699292
1986,Point Of No Return,Nu Shooz,22,-16.095702088611446,5.544963923270957,2.152167536809996,4.0,122.04283832402204,975.9243367454183
1986,Secret Lovers,Atlantic Starr,22,-14.135505464495969,4.5302410675850195,1.7802410675850193,8.0,156.30586664543458,966.8183539311564
1986,Two Of Hearts,Stacey Q,22,-9.989903228490096,4.8814271749755624,1.8256109481915934,6.0,121.23477513917565,903.5244325505387
1986,We Don't Have To Take Our Clothes Off,Jermaine Stewart,22,-10.356310445298977,4.883023167489555,2.0093049753133307,8.0,112.23900443920428,1009.7492003484546
1986,Your Love,The Outfield,22,-8.096138390289422,4.601560062402496,1.829433177327093,7.0,126.05546449622351,836.527380304934
1986,Danger Zone,Kenny Loggins,21,-11.936450771612604,4.715765619941728,1.8055465630732708,6.0,94.4872620941074,768.7979792764498
1986,Friends And Lovers,Carl Anderson & Gloria Loring,21,-13.085445826682431,4.229452756712441,1.327628612420578,7.0,116.51343618510747,901.845878930951
1986,"Glory Of Love (Theme From ""The Karate Kid Part II"")",Peter Cetera,21,-16.596789411768167,4.4459558823529415,1.5795955882352941,7.0,111.37625072849386,716.4131617852754
1986,Mad About You,Belinda Carlisle,21,-13.487265274948502,4.896965798220221,2.045030556449019,7.0,138.05651819339872,1132.5305280893738
1986,Sledgehammer,Peter Gabriel,21,-11.836936734604006,4.953651796288986,1.781523884721674,8.0,104.12994068745566,821.2943795973305
1986,"Take My Breath Away (Love Theme From ""Top Gun"")",Berlin,21,-12.5772285280741,4.606863991283821,1.648992191755947,7.0,107.37594971266383,758.6964736852177
1986,There'll Be Sad Songs (To Make You Cry),Billy Ocean,21,-10.682111633433825,4.15624249219188,1.5287899415392008,8.0,144.29646809606683,866.1155561997265
1986,What Have You Done For Me Lately,Janet Jackson,21,-10.922052249511792,5.37902566617623,2.455615497793036,5.0,136.98207827476472,977.2221846219231
1986,Your Wildest Dreams,The Moody Blues,21,-15.163350251845035,4.586662396925787,1.8509326715234968,7.0,123.05499623713814,851.4289518883426
1986,Baby Love,Regina,20,-10.110029166909555,4.972516237671398,2.167789271108973,7.0,104.42193297365816,783.8941886173769
1986,Crush On You,The Jets,20,-12.819097691558353,5.4380108991825615,2.3145435967302452,2.0,112.93956355559523,985.4844903741033
1986,I Didn't Mean To Turn You On,Robert Palmer,20,-14.44140458386798,5.106656662021653,2.25050916496945,6.0,130.68962220918397,859.8224424735217
1986,If You Leave,Orchestral Manoeuvres In The Dark,20,-7.877446430931447,5.202094374561011,2.0369069663495307,7.0,106.16589749267638,844.804619692397
1986,Manic Monday,The Bangles,20,-10.269733143249052,4.449804268215684,1.7024876878393738,7.0,98.84573639166364,764.086325929986
1986,"Sweet Freedom (Theme From ""Running Scared"")",Michael McDonald,20,,,,,,
1986,Sweet Love,Anita Baker,20,-8.773191079142233,4.597203787275462,1.5646402973188214,6.0,102.62902682045791,975.5151892020423
1986,Take Me Home Tonight,Eddie Money,20,-10.325663237455755,4.929342187175763,1.9825689977173688,7.0,112.78578179222968,945.0994587546089
1986,These Dreams,Heart,20,-11.571090214012523,4.146733668341708,1.4265874828688898,8.0,147.34205926529782,929.059668657057
1986,West End Girls,Pet Shop Boys,20,-11.359184245747253,5.100845116203478,2.266130342922152,5.0,110.74854080928468,671.4461284502286
1986,What You Need,INXS,20,-7.6260478864819925,5.433954092680814,2.262018189692508,2.0,114.80519290197809,745.0066837299393
1986,All I Need Is A Miracle,Mike + The Mechanics,19,-7.519501893671252,4.836587030716723,2.0756313993174063,8.0,94.63270100635295,722.7111314828863
1986,Bad Boy,Miami Sound Machine,19,-10.036917756166288,5.061316872427984,2.1979423868312757,8.0,104.23412704811182,850.2015163789702
1986,Digging Your Scene,The Blow Monkeys,19,-12.016928069343935,5.1070612293997355,2.553951642006496,6.0,128.7675488462426,923.1139134705645
1986,How Will I Know,Whitney Houston,19,-8.430477130164451,4.87951397739825,1.961763956156003,8.0,109.59941223429426,1129.8197023303169
1986,I Wanna Be A Cowboy,Boys Don't Cry,19,,,,,,
1986,Nasty,Janet Jackson,19,-7.962755071802732,5.545480413544532,2.672199563691549,2.0,131.42770108988785,839.1839966955343
1986,Rumors,Timex Social Club,19,-13.735122862889204,5.215470625973788,2.2803592704610027,5.0,131.09116609443086,872.5340917909853
1986,Sara,Starship,19,-10.270713231887195,4.718118635849361,1.641021496686601,8.0,136.55949227195973,953.5485802778685
1986,Stuck With You,Huey Lewis & The News,19,-9.52773956652862,4.674679905931539,1.8413901228116019,7.0,116.04721042575608,945.7780810643877
1986,Tender Love,Force M.D.'s,19,-12.451049930318222,4.073029858051885,1.0762604013705335,8.0,146.08155329355353,975.564644236559
1986,Tuff Enuff,The Fabulous Thunderbirds,19,-8.68285105089875,4.997456941394058,2.168073055138134,5.0,117.69704471962456,766.400274805611
1986,Venus,Bananarama,19,-8.286571966548959,5.528017931476144,2.760806916426513,2.0,116.70403018994132,1119.4470291906532
1986,When I Think Of You,Janet Jackson,19,-10.75197845845905,4.984114454859398,1.9147508633448447,8.0,174.20938692525792,954.8657800341663
1986,"Who's Johnny (""Short Circuit"" Theme)",El DeBarge,19,,,,,,
1986,You Should Be Mine (The Woo Woo Song),Jeffrey Osborne,19,-12.827297261105828,4.612171407994238,1.8377745768815268,7.0,134.72632184604547,935.8313127159158
1986,A Matter Of Trust,Billy Joel,18,-9.818242795974486,4.887597619933061,2.0461137969505394,8.0,118.57267444876531,778.16174037396
1986,Greatest Love Of All,Whitney Houston,18,-10.98484589806153,4.203502513377655,1.4493270634019784,8.0,135.59930351563483,993.3890483470045
1986,I'll Be Over You,Toto,18,-10.442082684526708,4.578537473449985,1.4963082836047334,7.0,143.62119734295965,994.5816679173072
1986,Kiss,Prince And The Revolution,18,-15.254939909471501,5.317323481116585,2.3655582922824303,5.0,163.60772501479337,1029.2268512455232
1986,Kyrie,Mr. Mister,18,-14.0430896280134,4.703872837446211,1.8522876964960042,6.0,116.9950553392366,961.545233853065
1986,Live To Tell,Madonna,18,-14.353252057038993,4.592905740141357,1.5142347579100337,8.0,138.12357624674976,913.2212607928532
1986,"Love Touch (Theme From ""Legal Eagles"")",Rod Stewart,18,-15.635369390091201,4.793260993717875,1.8376166000380736,6.0,108.97554638374913,1039.393920151002
1986,Night Moves,Marilyn Martin,18,-16.208335573682277,4.819924209298936,1.7289024923480543,7.0,129.8028449273407,935.4865184449418
1986,Nikita,Elton John,18,-12.72035321168123,4.591734755891688,1.7848605577689243,7.0,119.31960961150291,813.9770649563476
1986,Papa Don't Preach,Madonna,18,-7.206600404662118,4.804909560723514,1.9920757967269596,7.0,142.9183178419266,824.9480184813146
1986,Silent Running (On Dangerous Ground),Mike + The Mechanics,18,-11.204444365870051,4.485880604409215,1.66906118404756,6.0,142.8849045846632,903.6736963445868
1986,The Captain Of Her Heart,Double,18,-18.60094692191657,4.723551256585197,1.782537352102945,8.0,119.21504174517345,889.4356813159111
1986,This Could Be The Night,Loverboy,18,-13.105122949942247,4.242776357579983,1.496785188628089,8.0,139.54580483657148,1085.450934138438
1986,True Colors,Cyndi Lauper,18,-19.24949770339494,4.346501128668171,1.2654422327108557,7.0,145.96533136224116,909.1559808490878
1986,"When The Going Gets Tough, The Tough Get Going",Billy Ocean,18,-12.026249371922468,4.7166977611940295,1.9576492537313432,6.0,110.35622750936584,868.9617530313604
1986,Beat's So Lonely,Charlie Sexton,17,,,,,,
1986,Dancing On The Ceiling,Lionel Richie,17,-10.588933690018331,4.9060483524047145,2.167254581433365,6.0,93.91233420443983,711.1897769836374
1986,Emotion In Motion,Ric Ocasek,17,-14.81755939507963,4.752424806505339,1.6106593514254923,7.0,118.87889947575555,737.1982675772089
1986,Heaven In Your Eyes,Loverboy,17,-14.26774959821395,4.805325725154541,1.750451735615787,7.0,105.12742306088008,793.7191183684672
1986,Invisible Touch,Genesis,17,-10.764132482705955,4.906818435442473,2.0870438567124205,5.0,106.42155963993179,827.0875599210209
1986,Is It Love,Mr. Mister,17,-16.486937498909697,5.011578833459582,1.8811816902932583,6.0,100.83479625127389,770.0668196749674
1986,One Step Closer To You,Gavin Christopher,17,-16.300200181621005,5.196971957040573,2.375969570405728,6.0,94.52450679598549,673.4956250787882
1986,R.O.C.K. In The U.S.A. (A Salute to 60's Rock),John Mellencamp,17,-7.824280335385472,5.316560170394037,2.0332800851970183,6.0,110.9402761061794,922.6837300412602
1986,Rock Me Amadeus,Falco,17,-12.540323119155817,5.035127999081621,2.4015612444036276,6.0,132.68949800457418,847.1352308618797
1986,Saturday Love,Cherrelle With Alexander O'Neal,17,-13.410796726353446,4.978006215634712,2.0667782293409833,6.0,144.9212201305231,1001.077011983531
1986,Take It Easy,Andy Taylor,17,-12.237361616380573,5.183709080756613,2.2669784323305646,6.0,118.66693196479099,899.9793396796023
1986,Wild Wild Life,Talking Heads,17,-9.085760553594868,4.908946868068026,2.0849265870920037,7.0,115.03091965133014,886.6053545024907
1986,You Give Love A Bad Name,Bon Jovi,17,-14.320346766633744,4.999896244034032,2.0059140900601786,7.0,87.4128590767791,678.189303282646
1986,A Different Corner,George Michael,16,-9.962223255355067,4.297167027346055,1.313594334054692,6.0,139.3077475592817,908.8319156749294
1986,A Love Bizarre,Sheila E.,16,-17.761825796735895,5.150663814257849,2.1308752280878376,5.0,98.88650273944205,980.2856908552112
1986,All The Love In The World,The Outfield,16,-13.449518400280361,4.448488180318857,1.6538757559098405,7.0,130.01386314036785,892.4870257980295
1986,Conga,Miami Sound Machine,16,-12.080017057765994,4.891030937299183,2.2770586615257504,8.0,103.46955901078577,740.5448400783974
1986,Feel It Again,Honeymoon Suite,16,-15.954180831872543,4.803064556644059,1.8095955790002511,8.0,140.01313311728532,897.4073982261074
1986,Human,The Human League,16,-12.777049873724936,5.42182946319451,2.1887750305537277,6.0,127.0408831233508,939.4843488934775
1986,King For A Day,Thompson Twins,16,-13.393982545070534,4.886343867787764,1.9918817048419832,7.0,113.28259637473126,930.542615898819
1986,Life In A Northern Town,The Dream Academy,16,-8.921755667788775,4.455396075581396,1.5934774709302326,7.0,119.15340233989413,961.3681036777742
1986,Like No Other Night,Thirty Eight Special,16,,,,,,
1986,Live Is Life,Opus,16,-8.867003742907814,5.25113845557601,2.077318089332429,5.0,98.85080866525605,903.2264843664321
1986,Love Zone,Billy Ocean,16,-9.949561666603186,5.023778920308484,2.263679764965112,7.0,141.4165818060945,932.14294061485
1986,Missionary Man,Eurythmics,16,-7.317917494207825,4.910327499566799,1.9357130479986138,5.0,126.55961842565712,843.3096255772234
1986,No Easy Way Out,Robert Tepper,16,-8.983411596502828,5.219176874944919,2.046179606944567,6.0,105.08014807754364,1121.9470861835046
1986,Nothin' At All,Heart,16,-9.872076951028538,4.4506989748369055,1.6557315936626282,8.0,110.19972284686389,915.7836463739899
1986,Opportunities (Let's Make Lots Of Money),Pet Shop Boys,16,-8.62271713626491,4.985783455238487,2.1314515298238383,8.0,126.48667903110993,935.3204684907079
1986,Take Me Home,Phil Collins,16,-11.257449076531948,4.522786971368531,1.8720777515103757,5.0,106.5420286354085,1105.3418779764447
1986,The Rain,Oran 'Juice' Jones,16,-7.346994260571935,5.287268605969022,2.3442387608613524,7.0,131.3701478172849,945.955555126954
1986,The Sweetest Taboo,Sade,16,-12.063696118977557,4.903269182284226,1.7626691318598202,6.0,133.99716559369946,862.5537786190221
1986,Throwing It All Away,Genesis,16,-11.206796517714226,4.731286373670479,1.5049167168372466,4.0,125.79842084692636,702.3340336030914
1986,Typical Male,Tina Turner,16,-15.041175878719502,4.924820143884892,2.139388489208633,7.0,115.94991844765411,1101.0930007898437
1986,Walk This Way,Run-D.M.C.,16,-10.45845221575288,5.097519063473311,2.337665127268822,7.0,144.35687420060847,798.799956038461
1987,Only In My Dreams,Debbie Gibson,28,-9.161150438237021,4.744825487012987,1.9125405844155845,8.0,104.16551100974569,707.4857469107
1987,Heart And Soul,T'Pau,27,-11.700301957788422,4.664557938589724,1.8627526616262922,8.0,111.4677295748785,1029.944621448989
1987,Here I Go Again,Whitesnake,26,-7.421451205414272,4.50104821802935,1.6881745477133319,8.0,148.34467747764845,805.9921161478813
1987,The Lady In Red,Chris de Burgh,26,-11.480578234124183,4.781960291078969,1.428982122001617,7.0,161.39406356703415,955.5423597862805
1987,Meet Me Half Way,Kenny Loggins,25,-17.279316619072524,4.454901131437031,1.5937400867082585,7.0,122.69889577481645,789.9710191708219
1987,Nothing's Gonna Change My Love For You,Glenn Medeiros,25,-17.03652317636298,4.247042310006016,1.6408662522558652,7.0,121.03230925826098,932.4077086956581
1987,Can't We Try,Dan Hill (Duet With Vonda Shepard),24,,,,,,
1987,Don't Dream It's Over,Crowded House,24,-12.430918353814397,4.618395110410095,1.5794558359621451,7.0,126.34237051482052,904.4066227186959
1987,In My Dreams,REO Speedwagon,24,-12.952622246649932,4.6091057189402385,1.420046300265798,6.0,159.21813249424187,1111.4437926461069
1987,Rock Steady,The Whispers,23,-15.449529594198031,5.556654275092937,2.4521933085501857,2.0,117.96501216838027,805.9990606767005
1987,The Finer Things,Steve Winwood,23,-16.734721720932043,4.723016668184716,1.7152746151744238,7.0,158.38456723898247,1061.9311366598483
1987,Always,Atlantic Starr,22,-8.805159707922044,4.358792756539235,1.463661971830986,8.0,113.18057175845233,888.1073145314691
1987,Nothing's Gonna Stop Us Now,Starship,22,-11.162594998394933,4.918893375719564,1.9211272446086434,8.0,100.63169285355706,724.2063391351621
1987,Songbird,Kenny G,22,-12.463365185077263,4.554238972555615,1.5079886858802845,8.0,130.31853528934664,839.3982367137231
1987,U Got The Look,Prince,22,-14.616355096971821,4.741797432239657,2.1648665172202977,8.0,124.8270037265117,1075.4760359879158
1987,Alone,Heart,21,-16.419327316177558,4.029933128118034,1.3395605562042245,8.0,121.8132814576194,814.6492275363794
1987,Back In The High Life Again,Steve Winwood,21,-13.791568405096665,4.468395385913908,1.5362468348494795,7.0,135.6932988160585,873.0504609370341
1987,Don't Disturb This Groove,The System,21,,,,,,
1987,Don't Mean Nothing,Richard Marx,21,-14.589271641235896,5.006927835051546,2.1811134020618557,7.0,117.10034770248467,777.9872141231936
1987,Just To See Her,Smokey Robinson,21,-13.473839905597364,4.604716342901324,1.8154054315260462,8.0,166.78645863179187,1006.0165993964082
1987,La Bamba,Los Lobos,21,-13.037873675817648,4.9114090431125135,1.987118822292324,8.0,121.4591300486045,995.9849642599769
1987,Something So Strong,Crowded House,21,-16.78180317547053,4.608525033829499,1.8225981055480378,6.0,115.87464021588654,894.539149033791
1987,You Keep Me Hangin' On,Kim Wilde,21,-11.676512173228314,4.961882998171847,2.093875685557587,6.0,89.09086318283778,873.5705105889693
1987,Breakout,Swing Out Sister,20,-11.291780640488165,4.67302339964952,1.806411710132976,6.0,146.67960813620329,1084.0997800836765
1987,Head To Toe,Lisa Lisa And Cult Jam,20,-18.6169238265865,5.02453614518909,2.224880867890094,5.0,88.28209670323605,831.7720362514307
1987,"I Want Your Sex (From ""Beverly Hills Cop II"")",George Michael,20,,,,,,
1987,I'd Still Say Yes,Klymaxx,20,,,,,,
1987,Let Me Be The One,Expose,20,-10.455269188833572,4.768476484474306,2.1844924641365533,8.0,103.51351059452281,888.3328925363336
1987,Lost In Emotion,Lisa Lisa And Cult Jam,20,,,,,,
1987,Mary's Prayer,Danny Wilson,20,-12.196438917617673,4.715092402464066,1.8790554414784395,8.0,142.45361511183066,929.5847773681886
1987,Midnight Blue,Lou Gramm,20,-10.461949052795523,4.952781308045752,1.927656662430345,8.0,100.46768034692361,954.7386668767066
1987,"Somewhere Out There (From ""An American Tail"")",Linda Ronstadt & James Ingram,20,-18.441617721923688,4.064729966855137,1.271007993760967,8.0,129.10252087314112,944.7765972480241
1987,Who Will You Run To,Heart,20,-8.861804871250186,4.584973504920515,1.8573050719152158,7.0,85.39953100050434,898.0583206673464
1987,(I Just) Died In Your Arms,Cutting Crew,19,-14.707347646826618,4.650629347466048,1.8614607485922492,7.0,111.80627185836234,912.3132761021388
1987,Carrie,Europe,19,-6.94065234607286,4.266666666666667,1.3044073598630723,8.0,123.63593362771174,832.1997308983201
1987,Come Go With Me,Expose,19,-18.850118377573423,5.037795992714026,2.2336976320582878,7.0,93.6883627230175,831.632714377326
1987,Diamonds,Herb Alpert,19,-16.906045543165973,5.11253504205046,2.4158990788946735,7.0,123.7639842529635,947.6416246932404
1987,Endless Nights,Eddie Money,19,-11.409822573859042,4.522324997145141,1.6030604088158045,8.0,120.57619789144718,834.1582570232996
1987,"I Heard A Rumour (From ""Disorderlies"")",Bananarama,19,,,,,,
1987,I Wanna Go Back,Eddie Money,19,-11.62680374382774,4.661998410806516,1.7034167659912594,7.0,117.56524697057853,914.6799046352147
1987,If She Would Have Been Faithful. . .,Chicago,19,-9.559869919567697,4.691444600280505,1.6817271087958325,7.0,114.68416640192288,855.3779966239914
1987,Let's Wait Awhile,Janet Jackson,19,-12.954890860536807,4.320546109389396,1.3315185526425999,8.0,179.07624677048466,1096.1235211306994
1987,Looking For A New Love,Jody Watley,19,-17.422434134007613,5.310233014101501,1.9116205414372973,5.0,143.62300206221548,1019.9674086154322
1987,Luka,Suzanne Vega,19,-10.547718150973074,4.406938490678895,1.646695244741302,8.0,129.0321481718106,963.994142317726
1987,One Heartbeat,Smokey Robinson,19,-13.19101112539604,4.5215578508481,1.5967023595186203,8.0,145.79914794101924,995.2172433274687
1987,Right On Track,The Breakfast Club,19,-11.933264374709271,5.702090953005314,2.584293699537644,7.0,171.51235938352968,895.112848345647
1987,Silent Morning,Noel,19,-15.416452937579892,5.078489903424056,2.3306409130816506,8.0,109.19970427712242,914.6028410187901
1987,When Smokey Sings,ABC,19,-11.90594824728857,4.946249102656138,2.153086862885858,5.0,119.60415837656485,1125.4379230101438
1987,Wipeout,Fat Boys & The Beach Boys,19,-11.531292396811756,5.218380786364516,1.9715281812899477,2.0,107.61092038216101,983.8055217689621
1987,You Got It All,The Jets,19,-10.630303610975657,4.465743236961978,1.5493167239936785,8.0,142.7710613548454,929.3379244740809
1987,As We Lay,Shirley Murdock,18,-12.053596947492188,4.477459414009443,1.2854278507211694,7.0,207.7809875064603,1058.4780156057784
1987,Big Time,Peter Gabriel,18,-14.554709698920114,4.966147693186688,1.8067418940151407,5.0,173.0478682383232,946.892225728251
1987,Casanova,Levert,18,-15.168408570898379,5.556305506216696,2.4095914742451154,2.0,142.49206180409058,1007.5428040406761
1987,Don't Make Me Wait For Love,Kenny G. (Vocal By Lenny Williams),18,,,,,,
1987,Fascinated,Company B,18,-11.35379231531975,4.799753997539975,2.1248052480524806,8.0,96.68036915595353,727.4844973481671
1987,I Think We're Alone Now,Tiffany,18,-9.46914122260827,5.270075249974229,2.3679002164725285,5.0,92.14854452640115,890.5180424023482
1987,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,18,-10.404708932887454,5.103629287718346,2.071861706941805,7.0,94.58756220027145,986.8479934383399
1987,I'll Still Be Loving You,Restless Heart,18,,,,,,
1987,Jump Start,Natalie Cole,18,-17.193148064072226,5.265219471355101,2.32209065901208,5.0,138.4935668420332,934.6882295747579
1987,Lessons In Love,Level 42,18,-11.927835191110779,4.924249688368971,2.114009013328219,8.0,100.0718418607404,784.9529401671458
1987,Let's Go!,Wang Chung,18,-17.171732110395435,4.74856210833548,1.9067731135719805,6.0,89.89130214926676,932.1221425663808
1987,Little Lies,Fleetwood Mac,18,-11.953874192487655,4.737088701948674,1.9097007773400063,8.0,140.70615218635967,958.2062521200513
1987,Livin' On A Prayer,Bon Jovi,18,-8.485813989769339,4.917815826006478,1.910134197130958,6.0,99.2937492650434,747.8896103002559
1987,Mandolin Rain,Bruce Hornsby & The Range,18,-9.81852785446285,4.126278865828705,1.326805027769658,7.0,122.18731433459679,906.0317970267919
1987,Serious,Donna Allen,18,-12.273310686986546,5.351675977653631,2.2737430167597767,7.0,150.241884583458,1161.305136753702
1987,"Shakedown (From ""Beverly Hills Cop II"")",Bob Seger,18,,,,,,
1987,Show Me,The Cover Girls,18,-6.856778248658874,5.0568193410180555,2.0665102519636847,7.0,100.60380862982993,901.9617327165798
1987,Stone Love,Kool & The Gang,18,-16.49945304042727,5.025027096265642,1.8831411961769633,6.0,114.62829628085554,896.9322050786217
1987,The Final Countdown,Europe,18,-6.069763826161508,5.000741839762611,2.036288328387735,7.0,98.21663473837424,850.7887380197335
1987,The Pleasure Principle,Janet Jackson,18,-9.546879269499923,5.0305000915918665,2.0840813335775783,7.0,136.42032212238408,983.3722798204566
1987,With or Without You,U2,18,-10.018158482628428,4.763364163662016,1.5311177300517322,6.0,139.08760449115934,885.7064900865557
1987,Brand New Lover,Dead Or Alive,17,-7.475067859716758,5.275916395336624,2.441550257325911,5.0,86.33894358571602,910.5653725419766
1987,Didn't We Almost Have It All,Whitney Houston,17,-10.006952561179789,4.210067681895093,1.3512690355329948,7.0,112.10579391545058,991.6896166485244
1987,Give To Live,Sammy Hagar,17,-8.339713057241713,4.7170809095716555,1.6712497796580292,6.0,97.1525534585942,744.0948658531985
1987,Holiday,The Other Ones,17,-14.829064646826163,4.857298001737619,1.9441789748045177,6.0,105.58455649638152,906.1428291219439
1987,I Knew You Were Waiting (For Me),Aretha Franklin & George Michael,17,-11.274451964558935,5.101945003353454,2.186452045606975,5.0,130.0457523025556,759.3953499576791
1987,I Still Haven't Found What I'm Looking For,U2,17,-11.91716046037064,4.65484024150329,1.5974492910928701,6.0,112.44856007865032,710.0119990270196
1987,I Won't Forget You,Poison,17,-6.601563650817027,4.880103974872739,1.701180548034225,6.0,106.47908479826668,846.524532524396
1987,I'll Be Alright Without You,Journey,17,-9.63776670352471,4.580169790164985,1.7905654332852796,8.0,123.16434803576983,940.2085197659276
1987,I've Been In Love Before,Cutting Crew,17,-15.633142791553826,4.47464396051541,1.4574636425288223,7.0,123.88059276538803,1117.1965967964081
1987,In Too Deep,Genesis,17,-12.201665855377543,4.598711952771602,1.4610135704975848,8.0,133.39656266189854,749.4807393417772
1987,It's A Sin,Pet Shop Boys,17,-9.5383350217918,4.5104537711011305,1.9090909090909092,8.0,94.4370989621655,902.5892116653814
1987,Kiss Him Goodbye,The Nylons,17,-11.426317579508211,5.124303693005983,1.949865896430782,5.0,120.27870654318026,774.9998993666046
1987,La Isla Bonita,Madonna,17,-8.350316674317629,4.526617604893434,1.799866195163911,7.0,128.41877297575118,819.4612215599245
1987,Lean On Me,Club Nouveau,17,-13.118029661976745,5.2994271249666935,2.187716493471889,5.0,138.66184681550575,997.7719620374725
1987,Mony Mony,Billy Idol,17,-15.312617042477035,5.204966055984377,2.3386961778108435,2.0,78.15805344655764,857.1550765755824
1987,No One In The World,Anita Baker,17,-12.407121104000062,4.388941132217416,1.4399097235283054,6.0,123.28924488547746,967.3408089143408
1987,Point Of No Return,Expose,17,-13.11502900856571,4.829117419639898,2.1091350933392246,7.0,90.67278508950983,721.7680988532456
1987,Rhythm Is Gonna Get You,Gloria Estefan & Miami Sound Machine,17,-16.569162785189253,4.968423333152792,2.290960298976331,8.0,126.58653763239663,1122.1853074151861
1987,That's What Love Is All About,Michael Bolton,17,-14.04005775421686,4.3453089915063945,1.388850922581275,8.0,167.4967895581937,966.6017983118021
1987,Wanted Dead Or Alive,Bon Jovi,17,-15.303908656816317,4.702688455455983,1.6556969651329165,7.0,105.68655315264714,782.8700672927067
1987,(You Gotta) Fight For Your Right (To Party!),Beastie Boys,16,-7.655235023608641,5.234536649790887,2.0713185119964783,3.0,127.13637033131282,885.6158161127076
1987,Big Love,Fleetwood Mac,16,-11.647628329086016,4.271454318591432,1.5613475668931096,8.0,125.15378861915103,868.5592007869067
1987,Candy,Cameo,16,-10.706069907146368,4.976610586787033,2.0365203118588426,7.0,90.09388810035671,953.131110223895
1987,Causing A Commotion,Madonna,16,-15.190418517599984,5.060869565217391,2.147648624667258,7.0,111.56696909431838,1070.507475262506
1987,"Cross My Broken Heart (From ""Beverly Hills Cop II"")",The Jets,16,,,,,,
1987,Doing It All For My Baby,Huey Lewis & The News,16,-9.566209858869607,4.710916014385445,1.8011423735984768,8.0,116.94840870184915,914.5526423529317
1987,Dominoes,Robbie Nevil,16,-16.116259210831593,4.978147344741704,2.183658712942878,8.0,131.4277985113325,890.2209577614857
1987,Dreamin',Will To Power,16,-9.426271006177103,4.921298437066494,2.003514288356608,5.0,134.9350043644611,955.5553490147112
